,FN,LN,School,Department,City,State,OQ,WTA,LOD,gives good feedback,respected,lots of homework,accessible outside class,get ready to read,participation matters,skip class? you won't pass.,inspirational,graded by few things,test heavy,group projects,clear grading criteria,hilarious,beware of pop quizzes,amazing lectures,lecture heavy,caring,extra credit,so many papers,tough grader
932,Ana,Yanez,Boston University,Languages,Boston,MA,3.6,N/,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,Frank,Nisetich,Boston University,Classics,Boston,MA,3.3,N/,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Norman,Hammond,Boston University,Archaeology,Boston,MA,2.6,N/,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,Salvatore,Scibona,Boston University,Writing,Boston,MA,3.5,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,Thomas,Bifano,Boston University,Engineering,Boston,MA,3.4,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Kevin,Gallagher,Boston University,International Studies,Boston,MA,4.3,N/,2.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
938,James,McCann,Boston University,History,Boston,MA,3.8,N/,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,Darrell,Herbert,Boston University,Biology,Boston,MA,2.6,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,Daphne,Kalotay,Boston University,Writing,Boston,MA,4.4,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,Angela,Seliga,Boston University,Biology,Boston,MA,3.0,N/,3.9,1,0,2,0,0,1,3,1,0,0,0,0,0,4,0,1,0,0,0,8
942,Qianshen,Bai,Boston University,Art History,Boston,MA,3.5,N/,3.3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
943,Robert,Weller,Boston University,Anthropology,Boston,MA,4.8,N/,2.7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,Stan,Sclaroff,Boston University,Computer Science,Boston,MA,3.9,N/,4.1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
945,Lisa,Hinrichsen,Boston University,Writing,Boston,MA,3.7,N/,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,Safoura,Rafeizadeh,Boston University,Journalism,Boston,MA,2.3,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,Carrie,McGrory,Boston University,Writing,Boston,MA,4.7,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,Jesse,Dann,Boston University,Science,Boston,MA,1.6,N/,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,Wendy,Pickett,Boston University,English,Boston,MA,3.5,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Christopher,Maurer,Boston University,Languages,Boston,MA,3.9,N/,3.3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0
951,Tom,Castonguay,Boston University,Chemistry,Boston,MA,3.5,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,Elizabeth,Blanton,Boston University,Astronomy,Boston,MA,3.6,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,Robert,Manoff,Boston University,Journalism,Boston,MA,3.6,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,Shiela,Kibbe,Boston University,Psychology,Boston,MA,2.4,N/,3.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
955,T.,Barton,Boston University,Communication,Boston,MA,2.7,67,3.8,0,2,0,1,4,0,2,0,0,2,0,0,0,0,0,4,0,0,1,3
956,Mary,Ellen,Boston University,Criminal Justice,Boston,MA,3.8,N/,2.6,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2,0,2,2
957,Philimon,Gona,Boston University,Ma,Boston,MA,3.4,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,Theirry,Guedj,Boston University,Psychology,Boston,MA,4.0,N/,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,Jeannie,IM,Boston University,Writing,Boston,MA,3.3,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,Roberta,Micallef,Boston University,Languages,Boston,MA,4.7,N/,2.7,2,2,0,2,4,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
961,Victor,Coelho,Boston University,Music,Boston,MA,3.3,N/,2.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
962,Mark,Alonge,Boston University,Classics,Boston,MA,2.7,N/,2.8,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
963,Amy,Chmielewski,Boston University,English,Boston,MA,3.6,N/,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,Carrie,Preston,Boston University,English,Boston,MA,4.3,N/,3.4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2
965,Kiri,Gurd,Boston University,Sociology,Boston,MA,3.5,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,Itai,Vardi,Boston University,Sociology,Boston,MA,3.4,N/,2.2,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
967,Min,Ye,Boston University,International Studies,Boston,MA,2.9,N/,2.7,1,0,1,0,7,3,1,0,0,0,2,3,0,0,0,0,1,1,0,0
968,Veronique,Moterle,Boston University,Languages,Boston,MA,3.3,N/,2.7,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,3,2,0,0
969,Haviland,Wright,Boston University,Ma,Boston,MA,1.9,N/,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0
970,Amanda,Tarullo,Boston University,Psychology,Boston,MA,4.5,100,3.3,1,3,0,2,3,5,1,2,0,0,0,4,0,0,2,1,4,4,0,2
971,Saida,Grundy,Boston University,Sociology,Boston,MA,4.9,100,2.7,1,7,0,0,8,2,2,6,1,0,0,1,7,0,7,0,1,0,0,1
972,Juan,Vidal,Boston University,Archaeology,Boston,MA,4.9,91,1.6,8,5,0,3,1,5,1,0,1,0,0,2,4,0,1,1,8,2,0,0
973,Derek,Anderson,Boston University,Philosophy,Boston,MA,3.3,73,2.5,2,0,0,2,0,0,1,0,4,3,0,3,1,1,1,7,1,1,0,1
974,Roscoe,Giles,Boston University,Engineering,Boston,MA,2.7,29,3.6,2,3,6,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,4
975,Sam,Kauffmann,Boston University,Film,Boston,MA,3.5,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
976,Dan,Cole,Boston University,Engineering,Boston,MA,3.6,N/,3.3,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,2
977,Joshua,Semeter,Boston University,Engineering,Boston,MA,4.1,N/,3.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
978,Mary,Malloy,Boston University,Chemistry,Boston,MA,4.1,75,3.3,5,4,2,2,0,0,1,5,1,0,0,0,2,1,2,1,2,2,0,0
979,Shereif,El-Sheikh,Boston University,Computer Science,Boston,MA,4.2,100,2.6,5,2,3,3,2,3,3,0,0,0,4,2,3,0,6,3,2,4,0,0
980,Theresa,Brainerd,Boston University,Astronomy,Boston,MA,3.4,N/,3.2,2,0,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0
981,Tali,Moreshet,Boston University,Engineering,Boston,MA,3.7,75,3.5,2,2,8,0,1,1,4,0,0,0,0,2,0,3,2,1,6,1,0,4
982,Kari,Lavalli,Boston University,Science,Boston,MA,3.6,N/,3.3,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,1,0,1,0,4
983,Andrew,Stauffer,Boston University,English,Boston,MA,4.8,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,Douglas,Elder,Boston University,Fine Arts,Boston,MA,3.9,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,April,Stephenson,Boston University,Languages,Boston,MA,3.6,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,Eugene,Greene,Boston University,Languages,Boston,MA,3.4,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,Holly,Zaitchik,Boston University,English,Boston,MA,4.0,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,Mike,Ruane,Boston University,Engineering,Boston,MA,4.4,N/,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,Ann,Allen,Boston University,Physical Ed,Boston,MA,4.0,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,Megan,MacGarvie,Boston University,Economics,Boston,MA,2.8,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,Jim,Johnson,Boston University,Writing,Boston,MA,2.2,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,Megan,Sullivan,Boston University,Writing,Boston,MA,2.6,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,Chantal,Stern,Boston University,Psychology,Boston,MA,4.3,N/,2.5,1,2,0,0,5,0,1,0,0,0,0,1,0,0,0,2,1,0,1,0
994,Vini,Onyemah,Boston University,Marketing,Boston,MA,4.8,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,Steven,Wandler,Boston University,Writing,Boston,MA,3.9,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,John,Barnard,Boston University,English,Boston,MA,3.4,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,John,Kelly,Boston University,Film,Boston,MA,2.6,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,Terry,Everson,Boston University,Music,Boston,MA,4.0,N/,3.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
999,Ralph,Covino,Boston University,Computer Science,Boston,MA,3.7,N/,1.4,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,2,4,0,0,0
1000,Anne,Donohue,Boston University,Journalism,Boston,MA,3.6,N/,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,Barbara,Thompson,Boston University,Psychology,Boston,MA,2.6,N/,3.7,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,1
1002,Keith,Morgan,Boston University,Art History,Boston,MA,4.3,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,Russell,Wass,Boston University,Accounting,Boston,MA,5.0,N/,2.2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0
1004,Daniel,Salerno,Boston University,Writing,Boston,MA,4.5,N/,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1005,Aaron,Derosa,Boston University,Writing,Boston,MA,4.2,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,John,Carroll,Boston University,Communication,Boston,MA,4.2,N/,2.9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1007,María,Luisa,Boston University,Languages,Boston,MA,4.4,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,Gregory,Pavlov,Boston University,Economics,Boston,MA,4.4,N/,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,Aparna,Pande,Boston University,Management,Boston,MA,4.2,N/,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,Jim,McQuaid,Boston University,Sociology,Boston,MA,2.5,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,Ksenija,Borojevic,Boston University,Archaeology,Boston,MA,3.2,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,Megan,Gibbons,Boston University,Languages,Boston,MA,3.7,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,Leslie,Simon,Boston University,English,Boston,MA,2.9,N/,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,Susan,Desensi,Boston University,Chemistry,Boston,MA,4.4,N/,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,Franco,Cirulli,Boston University,Philosophy,Boston,MA,3.9,N/,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,Jenn,Lewin,Boston University,Religion,Boston,MA,3.0,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,Ian,Blaustein,Boston University,Philosophy,Boston,MA,4.2,100,2.8,0,4,1,1,5,5,0,0,0,0,0,0,2,0,3,2,3,0,0,0
1018,Peter,Barendse,Boston University,Ma,Boston,MA,1.4,N/,3.7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,2
1019,Nathan,Kohn,Boston University,Computer Science,Boston,MA,3.6,79,3.8,6,0,6,6,2,5,1,0,0,0,1,3,0,0,0,2,0,1,0,3
1020,Soomin,Jwa,Boston University,Writing,Boston,MA,4.6,93,2.6,9,4,1,3,0,2,0,4,0,0,0,2,0,0,1,0,7,0,0,0
1021,Thomas,Enkosky,Boston University,Ma,Boston,MA,3.3,69,2.9,0,0,5,2,1,0,0,0,2,1,0,8,1,2,0,4,2,3,0,2
1022,Leslie,Kriebel,Boston University,Social Science,Boston,MA,4.4,100,3.5,2,2,2,1,6,1,0,1,1,1,0,3,0,1,2,0,2,0,0,0
1023,Arunima,Krishna,Boston University,Communication,Boston,MA,2.0,27,3.9,0,0,2,1,0,6,3,0,0,2,4,1,1,0,2,3,0,0,1,11
1024,Kaija,Schilde,Boston University,International Studies,Boston,MA,4.7,100,2.7,0,9,1,0,5,2,3,4,1,1,0,2,4,0,11,0,2,0,0,0
1025,Kamal,Sen,Boston University,Engineering,Boston,MA,2.9,N/,2.3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1026,Stephen,Geller,Boston University,Communication,Boston,MA,2.0,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,Fred,Leventhal,Boston University,History,Boston,MA,4.0,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,Lydia,Moland,Boston University,English,Boston,MA,3.1,N/,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,Lawrence,Delamarter,Boston University,Communication,Boston,MA,3.8,N/,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,Victoria,Apsit,Boston University,Science,Boston,MA,1.7,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,Alice,Cronin-Golomb,Boston University,Psychology,Boston,MA,4.0,N/,3.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1032,Irene,Good,Boston University,Anthropology,Boston,MA,3.5,N/,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,Glenda,Quinonez,Boston University,Languages,Boston,MA,4.4,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,Peter,Hawkins,Boston University,Theology,Boston,MA,4.8,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,Sid,Friedman,Boston University,Theater,Boston,MA,3.1,N/,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,Charles,Dellheim,Boston University,History,Boston,MA,4.4,N/,3.2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1037,Peter,Chipman,Boston University,English,Boston,MA,2.1,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,Austin,Lee,Boston University,Ma,Boston,MA,2.9,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,Jack,Falla,Boston University,Journalism,Boston,MA,4.9,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,Tom,Soule,Boston University,English,Boston,MA,4.1,N/,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,Richard,Doubleday,Boston University,Graphic Arts,Boston,MA,3.6,N/,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,Elise,Morgan,Boston University,Engineering,Boston,MA,4.3,N/,3.1,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2
1043,Paul,Hagstrom,Boston University,Languages,Boston,MA,3.8,N/,2.7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1044,Robin,Baker,Boston University,Business,Boston,MA,2.4,N/,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,Bruce,Fraser,Boston University,Education,Boston,MA,3.0,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,Gabriel,Baditoiu,Boston University,Ma,Boston,MA,2.4,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,Jessica,Sewell,Boston University,Art History,Boston,MA,2.4,N/,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,Kim,Sichel,Boston University,Art History,Boston,MA,4.1,N/,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1049,John,Klarfeld,Boston University,Journalism,Boston,MA,3.8,N/,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1050,Chris,Untalan,Boston University,Fine Arts,Boston,MA,4.5,N/,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,Jennifer,Jefferis,Boston University,Writing,Boston,MA,4.4,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,Rosanna,Warren,Boston University,English,Boston,MA,3.7,N/,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,Charles,Merzbacher,Boston University,Film,Boston,MA,3.7,N/,3.6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1054,Thomas,Peattie,Boston University,Music,Boston,MA,3.8,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,Krishan,Gupta,Boston University,Accounting,Boston,MA,1.5,N/,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,Seth,Archer,Boston University,Writing,Boston,MA,2.5,N/,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,Ellen,Birnbaum,Boston University,Humanities,Boston,MA,3.8,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,Leslie,Epstein,Boston University,Writing,Boston,MA,3.6,N/,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,Bob,Arnold,Boston University,Film,Boston,MA,2.6,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,Danielle,Trussoni,Boston University,Writing,Boston,MA,4.0,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,Maurice,Lee,Boston University,English,Boston,MA,4.4,N/,3.5,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1062,Sunil,Sharma,Boston University,Writing,Boston,MA,4.9,N/,2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,Sarah,Pittock,Boston University,Writing,Boston,MA,4.5,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,Sabine,Milz,Boston University,Writing,Boston,MA,2.1,N/,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,Joe,Winn,Boston University,Business,Boston,MA,4.5,N/,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,Eric,Jarvis,Boston University,History,Boston,MA,4.8,100,3.0,1,0,0,1,1,5,4,1,0,0,0,2,0,0,3,0,2,0,0,0
1067,Elizabeth,Fox,Boston University,Writing,Boston,MA,3.3,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,Ami,Katz,Boston University,Physics,Boston,MA,2.4,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,John,Keklak,Boston University,Computer Science,Boston,MA,2.2,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,Sandra,Rogosic,Boston University,Languages,Boston,MA,4.5,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,Aaron,Worth,Boston University,Writing,Boston,MA,3.3,N/,2.3,2,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0
1072,Stefan,Kalt,Boston University,Humanities,Boston,MA,4.1,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,Amy,Moff,Boston University,Sociology,Boston,MA,3.4,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,Paul,Karner,Boston University,Economics,Boston,MA,3.3,N/,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,Tulika,Bose,Boston University,Physics,Boston,MA,3.5,N/,3.4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,0,0,3
1076,James,Wood,Boston University,Philosophy,Boston,MA,4.3,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,Christian,Engley,Boston University,English,Boston,MA,4.3,N/,2.9,2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
1078,Ruha,Benjamin,Boston University,Sociology,Boston,MA,4.9,N/,2.7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1079,David,Carballo,Boston University,Archaeology,Boston,MA,4.4,80,2.8,0,2,0,0,2,1,4,3,0,0,0,2,2,0,3,2,1,2,0,2
1080,Sharon,Goldberg,Boston University,Computer Science,Boston,MA,3.3,N/,3.5,3,4,0,0,1,1,0,0,0,1,0,2,0,0,2,0,0,0,0,1
1081,Korana,Burke,Boston University,Ma,Boston,MA,2.4,N/,3.1,1,0,3,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
1082,Lawford,Anderson,Boston University,Geology,Boston,MA,4.7,N/,1.8,2,7,0,0,0,1,1,2,0,0,0,2,4,0,1,0,5,0,0,1
1083,Elizabeth,Stevens,Boston University,Writing,Boston,MA,4.9,N/,1.4,4,2,0,0,0,1,0,5,0,0,0,0,0,0,3,0,2,1,0,0
1084,Anthony,Petro,Boston University,Religion,Boston,MA,4.7,100,1.9,0,2,1,1,6,2,0,4,0,0,0,1,4,0,2,0,1,2,0,0
1085,Warren,Mansur,Boston University,Computer Science,Boston,MA,4.1,86,3.1,4,3,6,0,3,0,0,0,0,0,0,2,0,0,4,0,2,0,0,2
1086,Robin,Stevens,Boston University,Biology,Boston,MA,4.7,100,2.6,6,3,0,4,0,0,2,3,0,0,1,0,0,0,3,0,8,0,0,0
1087,Harrel,Blatt,Boston University,Ma,Boston,MA,2.0,25,2.2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,6,0,1,0,2
1088,Viktoria,Hackbarth,Boston University,Languages,Boston,MA,4.7,100,1.7,2,0,0,1,1,6,0,0,0,0,5,3,0,0,0,0,7,0,0,0
1089,Olga,Lepsky,Boston University,Computer Science,Boston,MA,2.8,46,3.2,2,1,3,1,0,2,1,0,0,0,0,0,1,0,0,0,1,3,0,2
1090,Megan,McCrory,Boston University,Nutrition,Boston,MA,1.0,N/,3.2,0,0,6,0,7,2,1,0,0,1,1,0,0,0,0,3,0,0,0,2
1091,Arturo,Vegas,Boston University,Chemistry,Boston,MA,2.9,50,3.6,3,1,1,2,3,2,1,1,0,3,0,0,0,2,1,3,3,0,1,5
1092,Alex,Sushkov,Boston University,Physics,Boston,MA,4.7,89,3.4,5,5,1,2,0,1,1,1,0,0,0,0,3,0,6,0,2,0,0,2
1093,Judith,Austin,Boston University,Communication,Boston,MA,4.0,N/,2.6,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1094,Spencer,Piston,Boston University,Political Science,Boston,MA,3.8,79,2.3,2,2,5,2,4,0,0,2,3,1,0,3,0,2,1,5,0,2,0,0
1095,Peter,Schwartz,Boston University,Languages,Boston,MA,3.9,N/,3.2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
1096,Lucia,Vaina,Boston University,Engineering,Boston,MA,2.7,N/,2.6,0,1,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1
1097,Libbie,Mora,Boston University,Communication,Boston,MA,3.7,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,Jeremy,Yudkin,Boston University,Music,Boston,MA,4.4,N/,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,Martyn,Oliver,Boston University,Writing,Boston,MA,4.2,N/,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,Shulamit,Ben-Natan,Boston University,Languages,Boston,MA,4.0,N/,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,Tom,Waller,Boston University,History,Boston,MA,4.1,N/,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,Ethan,Sloane,Boston University,Music,Boston,MA,2.3,N/,3.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1103,Ethan,Baxter,Boston University,Earth Science,Boston,MA,4.5,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,Emily,Rohrbach,Boston University,English,Boston,MA,4.0,N/,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,Stjepko,(Steve),Boston University,Biology,Boston,MA,2.3,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
