FN,LN,School,Department,City,State,OQ,WTA,LOD,gives good feedback,respected,lots of homework,accessible outside class,get ready to read,participation matters,skip class? you won't pass.,inspirational,graded by few things,test heavy,group projects,clear grading criteria,hilarious,beware of pop quizzes,amazing lectures,lecture heavy,caring,extra credit,so many papers,tough grader,number of comments,prof_id,num_female_words,num_male_words,percent_female,gender
Mark,Alonge,Boston University,Classics,Boston,MA,2.7,N/,2.8,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,16,905079,0,248,0,male
Amy,Chmielewski,Boston University,English,Boston,MA,3.6,N/,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,921969,531,0,1,female
Carrie,Preston,Boston University,English,Boston,MA,4.3,N/,3.4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,16,932170,434,0,1,female
Kiri,Gurd,Boston University,Sociology,Boston,MA,3.5,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1052870,416,0,1,female
Itai,Vardi,Boston University,Sociology,Boston,MA,3.4,N/,2.2,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,16,1057893,0,255,0,male
Min,Ye,Boston University,International Studies,Boston,MA,2.9,N/,2.7,1,0,1,0,7,3,1,0,0,0,2,3,0,0,0,0,1,1,0,0,16,1077094,380,44,0.896226415,female
Veronique,Moterle,Boston University,Languages,Boston,MA,3.3,N/,2.7,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,3,2,0,0,16,1245912,673,0,1,female
Haviland,Wright,Boston University,Ma,Boston,MA,1.9,N/,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,16,1788426,0,316,0,male
Amanda,Tarullo,Boston University,Psychology,Boston,MA,4.3,86,3.4,1,3,0,2,3,5,1,2,0,1,0,4,0,0,2,2,4,4,0,3,17,1813513,559,0,1,female
Saida,Grundy,Boston University,Sociology,Boston,MA,4.9,100,2.7,1,7,0,0,8,2,2,6,1,0,0,1,7,0,7,0,1,0,0,1,16,2012546,550,0,1,female
Juan,Vidal,Boston University,Archaeology,Boston,MA,4.9,91,1.6,8,5,0,3,1,5,1,0,1,0,0,2,4,0,1,1,8,2,0,0,16,2061416,0,222,0,male
Derek,Anderson,Boston University,Philosophy,Boston,MA,3.3,73,2.5,2,0,0,2,0,0,1,0,4,3,0,3,1,1,1,7,1,1,0,1,16,2106968,0,381,0,male
Roscoe,Giles,Boston University,Engineering,Boston,MA,2.7,29,3.6,2,3,6,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,4,16,342637,0,265,0,male
Sam,Kauffmann,Boston University,Film,Boston,MA,3.5,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,135409,0,264,0,male
Dan,Cole,Boston University,Engineering,Boston,MA,3.6,N/,3.3,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,2,16,309750,0,369,0,male
Joshua,Semeter,Boston University,Engineering,Boston,MA,4.1,N/,3.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16,479160,0,167,0,male
Mary,Malloy,Boston University,Chemistry,Boston,MA,4.1,75,3.3,5,4,2,2,0,0,1,5,1,0,0,0,2,1,2,1,2,2,0,0,16,2242764,331,0,1,female
Shereif,El-Sheikh,Boston University,Computer Science,Boston,MA,4.2,100,2.6,5,2,3,3,2,3,3,0,0,0,4,2,3,0,6,3,2,4,0,0,16,2053917,0,451,0,male
Theresa,Brainerd,Boston University,Astronomy,Boston,MA,3.4,N/,3.2,2,0,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,16,67925,204,0,1,female
Tali,Moreshet,Boston University,Engineering,Boston,MA,3.7,75,3.5,2,2,8,0,1,1,4,0,0,0,0,2,0,3,2,1,6,1,0,4,16,1965192,496,0,1,female
Kari,Lavalli,Boston University,Science,Boston,MA,3.6,N/,3.3,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,1,0,1,0,4,16,496727,506,0,1,female
Andrew,Stauffer,Boston University,English,Boston,MA,4.8,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,69034,0,248,0,male
Douglas,Elder,Boston University,Fine Arts,Boston,MA,3.9,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,71768,0,186,0,male
April,Stephenson,Boston University,Languages,Boston,MA,3.6,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,76831,264,0,1,female
Eugene,Greene,Boston University,Languages,Boston,MA,3.4,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,81125,0,147,0,male
Holly,Zaitchik,Boston University,English,Boston,MA,4,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,117341,307,7,0.977707006,female
Mike,Ruane,Boston University,Engineering,Boston,MA,4.4,N/,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,124452,0,163,0,male
Ann,Allen,Boston University,Physical Ed,Boston,MA,4,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,255953,284,0,1,female
Megan,MacGarvie,Boston University,Economics,Boston,MA,2.8,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,275765,379,0,1,female
Jim,Johnson,Boston University,Writing,Boston,MA,2.2,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,291941,0,329,0,male
Megan,Sullivan,Boston University,Writing,Boston,MA,2.6,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,329405,318,0,1,female
Chantal,Stern,Boston University,Psychology,Boston,MA,4.3,N/,2.5,1,2,0,0,5,0,1,0,0,0,0,1,0,0,0,2,1,0,1,0,15,336783,275,0,1,female
Vini,Onyemah,Boston University,Marketing,Boston,MA,4.8,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,373796,0,259,0,male
Steven,Wandler,Boston University,Writing,Boston,MA,3.9,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,474739,0,235,0,male
John,Barnard,Boston University,English,Boston,MA,3.4,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,487486,0,270,0,male
John,Kelly,Boston University,Film,Boston,MA,2.6,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,504001,0,367,0,male
Terry,Everson,Boston University,Music,Boston,MA,4,N/,3.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15,505200,0,311,0,male
Ralph,Covino,Boston University,Computer Science,Boston,MA,3.7,N/,1.4,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,2,4,0,0,0,15,558674,0,403,0,male
Anne,Donohue,Boston University,Journalism,Boston,MA,3.6,N/,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,567314,334,0,1,female
Barbara,Thompson,Boston University,Psychology,Boston,MA,2.6,N/,3.7,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,1,15,570784,306,0,1,female
Keith,Morgan,Boston University,Art History,Boston,MA,4.3,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,597960,0,274,0,male
Russell,Wass,Boston University,Accounting,Boston,MA,5,N/,2.2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,15,636210,0,35,0,male
Daniel,Salerno,Boston University,Writing,Boston,MA,4.5,N/,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,717258,0,252,0,male
Aaron,Derosa,Boston University,Writing,Boston,MA,4.2,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,738951,0,290,0,male
John,Carroll,Boston University,Communication,Boston,MA,4.2,N/,2.9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,746461,0,206,0,male
MarÌ_a,Luisa,Boston University,Languages,Boston,MA,4.4,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,750929,407,0,1,female
Gregory,Pavlov,Boston University,Economics,Boston,MA,4.4,N/,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,752175,0,256,0,male
Aparna,Pande,Boston University,Management,Boston,MA,4.2,N/,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,788868,358,0,1,female
Jim,McQuaid,Boston University,Sociology,Boston,MA,2.5,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,891892,18,204,0.081081081,male
Ksenija,Borojevic,Boston University,Archaeology,Boston,MA,3.2,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,922215,450,18,0.961538462,female
Megan,Gibbons,Boston University,Languages,Boston,MA,3.7,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,934559,428,0,1,female
Leslie,Simon,Boston University,English,Boston,MA,2.9,N/,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,969706,283,0,1,female
Susan,Desensi,Boston University,Chemistry,Boston,MA,4.4,N/,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1038820,317,0,1,female
Franco,Cirulli,Boston University,Philosophy,Boston,MA,3.9,N/,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1207368,0,410,0,male
Jenn,Lewin,Boston University,Religion,Boston,MA,3,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1356604,389,0,1,female
Ian,Blaustein,Boston University,Philosophy,Boston,MA,4,86,2.9,0,4,1,1,5,5,0,0,1,0,0,0,2,0,3,2,3,0,0,1,16,1673922,0,383,0,male
Peter,Barendse,Boston University,Ma,Boston,MA,1.4,N/,3.7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,2,15,2045901,0,396,0,male
Nathan,Kohn,Boston University,Computer Science,Boston,MA,3.6,79,3.8,6,0,6,6,2,5,1,0,0,0,1,3,0,0,0,2,0,1,0,3,15,2110760,0,136,0,male
Soomin,Jwa,Boston University,Writing,Boston,MA,4.6,93,2.6,9,4,1,3,0,2,0,4,0,0,0,2,0,0,1,0,7,0,0,0,15,2142296,276,0,1,female
Thomas,Enkosky,Boston University,Ma,Boston,MA,3.3,69,2.9,0,0,5,2,1,0,0,0,2,1,0,8,1,2,0,4,2,3,0,2,16,2249514,0,407,0,male
Leslie,Kriebel,Boston University,Social Science,Boston,MA,4.4,100,3.5,2,2,2,1,6,1,0,1,1,1,0,3,0,1,2,0,2,0,0,0,15,1638429,569,0,1,female
Arunima,Krishna,Boston University,Communication,Boston,MA,2,27,3.9,0,0,2,1,0,6,3,0,0,2,4,1,1,0,2,3,0,0,1,11,15,2178015,593,0,1,female
Kaija,Schilde,Boston University,International Studies,Boston,MA,4.7,100,2.7,0,9,1,0,7,3,4,4,2,1,0,2,4,0,11,0,2,0,0,0,17,2346361,730,0,1,female
Kamal,Sen,Boston University,Engineering,Boston,MA,2.9,N/,2.3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,15,169546,0,220,0,male
Stephen,Geller,Boston University,Communication,Boston,MA,2,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43166,0,95,0,male
Fred,Leventhal,Boston University,History,Boston,MA,4,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,44537,0,110,0,male
Lydia,Moland,Boston University,English,Boston,MA,3.1,N/,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,67862,113,0,1,female
Lawrence,Delamarter,Boston University,Communication,Boston,MA,3.8,N/,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,68922,0,65,0,male
Victoria,Apsit,Boston University,Science,Boston,MA,1.7,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,82257,177,0,1,female
Alice,Cronin-Golomb,Boston University,Psychology,Boston,MA,4,N/,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,98282,276,0,1,female
Irene,Good,Boston University,Anthropology,Boston,MA,3.5,N/,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,100573,162,0,1,female
Glenda,Quinonez,Boston University,Languages,Boston,MA,4.4,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,114649,219,0,1,female
Peter,Hawkins,Boston University,Theology,Boston,MA,4.8,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,124476,0,261,0,male
Sid,Friedman,Boston University,Theater,Boston,MA,3.1,N/,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,151897,0,175,0,male
Charles,Dellheim,Boston University,History,Boston,MA,4.4,N/,3.2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,157209,0,145,0,male
Peter,Chipman,Boston University,English,Boston,MA,2.1,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,170422,0,214,0,male
Austin,Lee,Boston University,Ma,Boston,MA,2.9,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,172813,0,236,0,male
Jack,Falla,Boston University,Journalism,Boston,MA,4.9,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,195432,0,264,0,male
Tom,Soule,Boston University,English,Boston,MA,4.1,N/,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,225527,0,174,0,male
Richard,Doubleday,Boston University,Graphic Arts,Boston,MA,3.6,N/,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,247328,0,236,0,male
Elise,Morgan,Boston University,Engineering,Boston,MA,4.3,N/,3.1,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,14,267169,149,0,1,female
Paul,Hagstrom,Boston University,Languages,Boston,MA,3.8,N/,2.7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,14,270667,0,292,0,male
Robin,Baker,Boston University,Business,Boston,MA,2.4,N/,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,280119,497,0,1,female
Bruce,Fraser,Boston University,Education,Boston,MA,3,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,304481,38,149,0.203208556,male
Gabriel,Baditoiu,Boston University,Ma,Boston,MA,2.4,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,315775,0,206,0,male
Jessica,Sewell,Boston University,Art History,Boston,MA,2.4,N/,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,327143,304,0,1,female
Kim,Sichel,Boston University,Art History,Boston,MA,4.1,N/,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,337335,184,0,1,female
John,Klarfeld,Boston University,Journalism,Boston,MA,3.8,N/,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,14,372627,0,269,0,male
Chris,Untalan,Boston University,Fine Arts,Boston,MA,4.5,N/,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,374537,0,204,0,male
Jennifer,Jefferis,Boston University,Writing,Boston,MA,4.4,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,376347,401,0,1,female
Rosanna,Warren,Boston University,English,Boston,MA,3.7,N/,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,378271,311,0,1,female
Charles,Merzbacher,Boston University,Film,Boston,MA,3.7,N/,3.6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,395834,0,215,0,male
Thomas,Peattie,Boston University,Music,Boston,MA,3.8,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,403484,0,146,0,male
Krishan,Gupta,Boston University,Accounting,Boston,MA,1.5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,467967,0,236,0,male
Seth,Archer,Boston University,Writing,Boston,MA,2.5,N/,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,530733,0,298,0,male
Ellen,Birnbaum,Boston University,Humanities,Boston,MA,3.8,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,539667,369,0,1,female
Leslie,Epstein,Boston University,Writing,Boston,MA,3.6,N/,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,589631,0,71,0,male
Bob,Arnold,Boston University,Film,Boston,MA,2.6,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,593360,0,231,0,male
Danielle,Trussoni,Boston University,Writing,Boston,MA,4,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,661619,419,0,1,female
Maurice,Lee,Boston University,English,Boston,MA,4.4,N/,3.5,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,737614,0,222,0,male
Sunil,Sharma,Boston University,Writing,Boston,MA,4.9,N/,2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,737639,0,229,0,male
Sarah,Pittock,Boston University,Writing,Boston,MA,4.5,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,745291,353,0,1,female
Sabine,Milz,Boston University,Writing,Boston,MA,2.1,N/,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,748760,292,0,1,female
Joe,Winn,Boston University,Business,Boston,MA,4.5,N/,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,751781,0,174,0,male
Eric,Jarvis,Boston University,History,Boston,MA,4.8,100,3,1,0,0,1,1,5,4,1,0,0,0,2,0,0,3,0,2,0,0,0,14,835440,0,276,0,male
Elizabeth,Fox,Boston University,Writing,Boston,MA,3.3,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,856818,478,0,1,female
Ami,Katz,Boston University,Physics,Boston,MA,2.4,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,937536,0,264,0,male
John,Keklak,Boston University,Computer Science,Boston,MA,2.2,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,943947,0,217,0,male
Sandra,Rogosic,Boston University,Languages,Boston,MA,4.5,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,967710,367,0,1,female
Aaron,Worth,Boston University,Writing,Boston,MA,3.3,N/,2.3,2,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0,14,1052615,0,411,0,male
Stefan,Kalt,Boston University,Humanities,Boston,MA,4.1,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1065972,0,428,0,male
Amy,Moff,Boston University,Sociology,Boston,MA,3.4,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1090805,210,0,1,female
Paul,Karner,Boston University,Economics,Boston,MA,3.3,N/,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1119734,0,229,0,male
Tulika,Bose,Boston University,Physics,Boston,MA,3.5,N/,3.4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,0,0,3,14,1257729,331,0,1,female
James,Wood,Boston University,Philosophy,Boston,MA,4.3,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1274113,0,374,0,male
Christian,Engley,Boston University,English,Boston,MA,4.3,N/,2.9,2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,14,1447416,0,296,0,male
Ruha,Benjamin,Boston University,Sociology,Boston,MA,4.9,N/,2.7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,1476687,343,0,1,female
David,Carballo,Boston University,Archaeology,Boston,MA,4.4,80,2.8,0,2,0,0,2,1,4,3,0,0,0,2,2,0,3,2,1,2,0,2,14,1558576,0,339,0,male
Sharon,Goldberg,Boston University,Computer Science,Boston,MA,3.3,N/,3.5,3,4,0,0,1,1,0,0,0,1,0,2,0,0,2,0,0,0,0,1,14,1579261,399,15,0.963768116,female
Korana,Burke,Boston University,Ma,Boston,MA,2.4,N/,3.1,1,0,3,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1621613,468,0,1,female
Lawford,Anderson,Boston University,Geology,Boston,MA,4.7,N/,1.8,2,7,0,0,0,1,1,2,0,0,0,2,4,0,1,0,5,0,0,1,14,1801259,0,400,0,male
Elizabeth,Stevens,Boston University,Writing,Boston,MA,4.9,N/,1.4,4,2,0,0,0,1,0,5,0,0,0,0,0,0,3,0,2,1,0,0,14,1814477,267,0,1,female
Anthony,Petro,Boston University,Religion,Boston,MA,4.7,100,1.9,0,2,1,1,6,2,0,4,0,0,0,1,4,0,2,0,1,2,0,0,14,1828863,0,387,0,male
Warren,Mansur,Boston University,Computer Science,Boston,MA,4.1,86,3.1,4,3,6,0,3,0,0,0,0,0,0,2,0,0,4,0,2,0,0,2,14,1867218,38,94,0.287878788,male
Robin,Stevens,Boston University,Biology,Boston,MA,4.7,100,2.6,6,3,0,4,0,0,2,3,0,0,1,0,0,0,3,0,8,0,0,0,14,1961766,575,0,1,female
Harrel,Blatt,Boston University,Ma,Boston,MA,2,25,2.2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,6,0,1,0,2,14,2067241,0,211,0,male
Viktoria,Hackbarth,Boston University,Languages,Boston,MA,4.7,100,1.7,2,0,0,1,1,6,0,0,0,0,5,3,0,0,0,0,7,0,0,0,14,2080750,344,0,1,female
Olga,Lepsky,Boston University,Computer Science,Boston,MA,2.8,46,3.2,2,1,3,1,0,2,1,0,0,0,0,0,1,0,0,0,1,3,0,2,14,2136946,526,0,1,female
Megan,McCrory,Boston University,Nutrition,Boston,MA,1,N/,3.2,0,0,6,0,7,2,1,0,0,1,1,0,0,0,0,3,0,0,0,2,14,2171952,464,0,1,female
Arturo,Vegas,Boston University,Chemistry,Boston,MA,2.9,50,3.6,3,1,1,2,3,2,1,1,0,3,0,0,0,2,1,3,3,0,1,5,14,2231958,0,294,0,male
Alex,Sushkov,Boston University,Physics,Boston,MA,4.7,89,3.4,5,5,1,2,0,1,1,1,0,0,0,0,3,0,6,0,2,0,0,2,14,2040018,0,291,0,male
Judith,Austin,Boston University,Communication,Boston,MA,4,N/,2.6,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,15,563844,383,0,1,female
Spencer,Piston,Boston University,Political Science,Boston,MA,3.8,79,2.3,2,2,5,2,4,0,0,2,3,1,0,3,0,2,1,5,0,2,0,0,14,2238912,0,203,0,male
Peter,Schwartz,Boston University,Languages,Boston,MA,3.9,N/,3.2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,14,171445,0,281,0,male
Lucia,Vaina,Boston University,Engineering,Boston,MA,2.7,N/,2.6,0,1,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1,14,603247,187,0,1,female
Libbie,Mora,Boston University,Communication,Boston,MA,3.7,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,67964,100,0,1,female
Jeremy,Yudkin,Boston University,Music,Boston,MA,4.4,N/,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,69291,0,192,0,male
Martyn,Oliver,Boston University,Writing,Boston,MA,4.2,N/,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,71150,0,57,0,male
Shulamit,Ben-Natan,Boston University,Languages,Boston,MA,4,N/,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,75951,282,0,1,female
Tom,Waller,Boston University,History,Boston,MA,4.1,N/,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,90622,0,59,0,male
Ethan,Sloane,Boston University,Music,Boston,MA,2.3,N/,3.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,13,127622,0,218,0,male
Ethan,Baxter,Boston University,Earth Science,Boston,MA,4.5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,147690,0,166,0,male
Emily,Rohrbach,Boston University,English,Boston,MA,4,N/,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,171641,188,0,1,female
Stjepko,(Steve),Boston University,Biology,Boston,MA,2.3,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,171688,0,265,0,male
Patricia,Nemec,Boston University,Rehabilitation Counseling,Boston,MA,4.6,N/,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,183881,101,0,1,female
Tom,Hawkins,Boston University,Ma,Boston,MA,3.5,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,189231,0,126,0,male
Frank,Shorr,Boston University,Journalism,Boston,MA,3,N/,2.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,195481,0,194,0,male
Tom,Skinner,Boston University,Engineering,Boston,MA,2.7,N/,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,208042,0,169,0,male
Dorothy,Clarke,Boston University,Communication,Boston,MA,4.8,N/,2.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,213851,286,0,1,female
Lloyd,Baird,Boston University,Business,Boston,MA,2.3,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,225475,0,218,0,male
Peter,Pendergast,Boston University,Law,Boston,MA,3.5,N/,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,266304,0,113,0,male
Tulio,Campos,Boston University,Languages,Boston,MA,4.2,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,276676,0,116,0,male
Christus,E.,Boston University,Classics,Boston,MA,3.7,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,281983,0,212,0,male
